img,output,flag,username,timestamp
c:\Users\vityaatya\vityafaszapici\flagged\img\tmp87j1dgto.png,c:\Users\vityaatya\vityafaszapici\flagged\output\tmprfjqke2r.json,,,2023-05-18 23:01:56.874208
